SKU,Nombre,Categoria,Fuente,Imagen local,URL fuente,Producto fuente,Estado
prod-49604,"Losartan Pot/Hidroclotiazida 50/12,5 30 comprimidos bioequivalente",Medicamentos,,,,,sin coincidencia segura
prod-29881,Loratadina 5 mg/5 ml jarabe 90 ml,Medicamentos,Dr. Simi,/products/importadas/prod-29881-loratadina-5-mg-5-ml-jarabe-90-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160496/CH5894-01.jpg?v=639093505353730000,Loratadina 5 mg/5 mL jarabe 90 mL,descargada
prod-49256,Lux Jab Barra Flaw Less Glow 100 g,Dermocosmética,,,,,sin coincidencia segura
prod-49509,Losartan 100 mg 20 comprimidos (Hetero),Medicamentos,,,,,sin coincidencia segura
prod-49363,Lotadin 5 mg 30 comprimidos Opko (Desloratadina 5 mg),Medicamentos,,,,,sin coincidencia segura
prod-49804,Lubriderm Humec Diaria 750 ml,Dermocosmética,,,,,sin coincidencia segura
prod-50070,Lowfast x 60 cápsulas (Scl Cnp) (Vinagre De Manzana 1/1),Medicamentos,,,,,sin coincidencia segura
prod-49815,Lubriderm crema 946 ml Extra Humectante,Dermocosmética,,,,,sin coincidencia segura
prod-49529,"Maamvit Sup Alimentario 30 cápsulas (Ácido Folico 0,5 mg, Colecalciferol 0,02 mg, Dha 27,56 mg, Hierro 25 mg, Yodo 0,15 mg)",Cuidado familiar,,,,,sin coincidencia segura
prod-49585,Magnesio Quelado 60 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-49255,Lux Jab Barra Radiant Glow 100 g,Dermocosmética,,,,,sin coincidencia segura
prod-50069,Maqui 500 mg x 60 cápsulas (Scl Cnp) (Maqui 500 mg),Medicamentos,,,,,sin coincidencia segura
prod-7268,Macrosan 50 mg 20 cápsulas (bioequivalente) (Nitrofurantoina 50 mg),Medicamentos,Dr. Simi,/products/importadas/prod-7268-macrosan-50-mg-20-capsulas-bioequivalente-nitrofurantoina-50-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155414/BE0035-1.jpg?v=638949229610030000,Macrosan nitrofurantoína 50 mg 20 cápsulas,descargada
prod-49989,Masticable Kegol Frutilla Unidad,Cuidado familiar,,,,,sin coincidencia segura
prod-31055,Mebendazol 100 mg 6 comprimidos Mintl,Medicamentos,Dr. Simi,/products/importadas/prod-31055-mebendazol-100-mg-6-comprimidos-mintl-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156911/130-1.jpg?v=638012014584900000,Mebendazol 100 mg 6 comprimidos masticables,descargada
prod-49990,Masticable Kegol Uva Unidad,Cuidado familiar,,,,,sin coincidencia segura
prod-46216,Mebendazol Sus 100 mg 35M*,Medicamentos,Dr. Simi,/products/importadas/prod-46216-mebendazol-sus-100-mg-35m-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158559/FOTOS-WEB-ECOMMERCE_0004_CH0237-1.jpg?v=638675548949470000,Mebendazol 100 mg/5 mL suspensión oral 35 mL,descargada
prod-11161,Mascarilla 3 Dpliegues Blanca Cja 50uds,Medicamentos,,,,,sin coincidencia segura
prod-49360,Melatonina 3 mg 30 comprimidos Momenta,Medicamentos,,,,,sin coincidencia segura
prod-40392,Medicasp Sh 1%130 ml (Ketoconazol 1%),Medicamentos,,,,,sin coincidencia segura
prod-32871,Meloxicam 15 mg 10 comprimidos Pasteur,Medicamentos,,,,,sin coincidencia segura
prod-13579,"Melipass 24 cápsulas (Melisa 127,5 mg, Pasiflora 127,5 mg)",Homeopatía,,,,,sin coincidencia segura
prod-13580,"Melipass 60 cápsulas (Melisa 127,5 mg, Pasiflora 127,5 mg)",Homeopatía,Dr. Simi,/products/importadas/prod-13580-melipass-60-capsulas-melisa-127-5-mg-pasiflora-127-5-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156321/CH5675-1.jpg?v=637964773094370000,"Melipass melissa 127,5 mg passiflora 127,5 mg 60 cápsulas",descargada
prod-50073,Melissa Te x 20 Bolsitas (Scl Cnp) (Melisa 2 g),Medicamentos,,,,,sin coincidencia segura
prod-5076,"Mentholatum Lata 12 g (Alcanfor 9 g, Mentol 1,35 g)",Medicamentos,,,,,sin coincidencia segura
prod-39490,Memanvitae 10 mg 56 comprimidos Recubiertos(bioequivalente) (Memantina 10 mg),Cuidado familiar,,,,,sin coincidencia segura
prod-5075,"Mentholatum Lata 36 g (Alcanfor 9 g, Mentol 1,35 g)",Medicamentos,,,,,sin coincidencia segura
prod-49719,Memantina Clorhidrato 20 mg 30 comprimidos Pharmatech,Medicamentos,,,,,sin coincidencia segura
prod-32037,Mentholatum Pote 30 g,Medicamentos,,,,,sin coincidencia segura
prod-22460,"Merpal Sp 1,16% 110 ml (Diclofenaco Dietilamina 1,16%)",Medicamentos,,,,,sin coincidencia segura
prod-6166,Merpal gotas 15 mg/20 ml (Diclofenaco Potasico 15 mg/1 ml),Medicamentos,Dr. Simi,/products/importadas/prod-6166-merpal-gotas-15-mg-20-ml-diclofenaco-potasico-15-mg-1-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160384/CH7493-01.jpg?v=639041697515770000,Merpal diclofenaco 15 mg/mL suspensión para gotas orales 20 mL,descargada
prod-39829,Metformina LP 500 mg 30 Comprimidos(bioequivalente)ascend,Medicamentos,Dr. Simi,/products/importadas/prod-39829-metformina-lp-500-mg-30-comprimidos-bioequivalente-ascend-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160447/Ascend-BE0093-01.jpg?v=639066074555200000,Glimefor XR metformina 500 mg 30 comprimidos de liberación prolongada,descargada
prod-39356,Metamizol Sod 300 mg 20 comprimidos (Bioequivalente)mintlab,Medicamentos,,,,,sin coincidencia segura
prod-33359,"Metotrexato 2,5 mg 100 comprimidos bioequivalente Mintlab",Medicamentos,,,,,sin coincidencia segura
prod-10516,Metronidazol 500 mg 10 Ovu Lchile,Medicamentos,,,,,sin coincidencia segura
prod-9618,Metamizol 250 mg 5 Sup,Medicamentos,Dr. Simi,/products/importadas/prod-9618-metamizol-250-mg-5-sup-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155954/CH0115-1.jpg?v=637964771780970000,Metamizol 250 mg 5 supositorios,descargada
prod-47463,Millefiori crema Dep P/Sen 20 g Facial,Dermocosmética,,,,,sin coincidencia segura
prod-8718,Mintamox Inf 15 mg 5 ml (Ambroxol 15 mg/5 ml),Medicamentos,,,,,sin coincidencia segura
prod-49439,Millefiori Bandas Depilat Facial,Dermocosmética,,,,,sin coincidencia segura
prod-49720,Mirtavitae 30 mg 30 comprimidos (Mirtazapina 30 mg),Cuidado familiar,,,,,sin coincidencia segura
prod-26344,"Mintalub crema Pomo 35 g (Mentol 5,91 g, Salicilato De Metilo 12,8 g)",Dermocosmética,,,,,sin coincidencia segura
prod-49647,Metformina Clorhidrato 850 mg 60 comprimidos,Medicamentos,Dr. Simi,/products/importadas/prod-49647-metformina-clorhidrato-850-mg-60-comprimidos-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158455/FOTOS-WEB-ECOMMERCE_0011_BE0299-1.png?v=638665096600600000,Vildavitae plus vildagliptina 50 mg metformina 850 mg 60 comprimidos recubiertos,descargada
prod-49637,Mirtazapina 15 mg 30 comprimidos bioequivalente,Medicamentos,Dr. Simi,/products/importadas/prod-49637-mirtazapina-15-mg-30-comprimidos-bioequivalente-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/157616/BE0270-1.jpg?v=638282681918770000,Mirtazapina 30 mg 30 comprimidos bucodispersables,descargada
prod-49706,Mirtazapina 30 mg 30 comprimidos (Chile),Medicamentos,,,,,sin coincidencia segura
prod-49638,Modavitae 200 mg 30 comprimidos (Modafinilo 200 mg),Cuidado familiar,Dr. Simi,/products/importadas/prod-49638-modavitae-200-mg-30-comprimidos-modafinilo-200-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/158743/FOTOS-WEB-ECOMMERCE_0108_BE0216-1.jpg?v=638684067496970000,Modavitae modafinilo 200 mg 30 comprimidos,descargada
prod-34633,Mucivil solución Top Sp 1% 20 ml (Terbinafina 1%),Medicamentos,,,,,sin coincidencia segura
prod-49843,Moringa 520 mg Aura Vit 90 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-50124,"Multi 3 Vitamina 30 comprimidos (Minerales 1/1, Probioticos 1/1, Vitaminas 1/1)",Cuidado familiar,Dr. Simi,/products/importadas/prod-50124-multi-3-vitamina-30-comprimidos-minerales-1-1-probioticos-1-1-vitaminas-1-1-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160289/CH5734-01.jpg?v=639034000403170000,Simigold multivitaminico  30 comprimidos,descargada
prod-49696,"Muno 400 UI 30 comprimidos (Probioticos 1/1, Vitaminas 1/1)",Medicamentos,,,,,sin coincidencia segura
prod-49892,"Multivitaminico Forte 30 cápsulas (Minerales 1/1, Probioticos 1/1, Vitaminas 1/1)",Cuidado familiar,,,,,sin coincidencia segura
prod-50191,Multi Vitaminas + Minerales,Cuidado familiar,,,,,sin coincidencia segura
prod-50104,"Muno Start 400 UI x 30sobres (Ácido Ascorbico 1/1, Bifidobacterium Lactis Blíster-04 1/1, Lactobacillus Rhamnosus 1/1, Vitamina D 1/1)",Medicamentos,,,,,sin coincidencia segura
prod-29166,"Multiflora Plus 30 cápsulas (Lactobacillus Ácidophilus 1 mg, Lactobacillus Casei 1 mg, Lactobacillus Reuteri 1 mg, Lactobacillus Rhamnosus 1 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-29166-multiflora-plus-30-capsulas-lactobacillus-acidophilus-1-mg-lactobacillus-cas-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156307/CH5637-1.jpg?v=637964773042900000,Elcal D Plus calcio 500 mg vitamina D 400 UI 30 cápsulas,descargada
prod-35726,"Mupax ungüento 2% 7,5 g (Mupirocina 1 mg)",Dermocosmética,,,,,sin coincidencia segura
prod-7442,Muxol jarabe Inf 15 mg 100 ml (Ambroxol 15 mg),Medicamentos,,,,,sin coincidencia segura
prod-31687,"Nartan 2,5 mg 10 comprimidos (Naratriptan 2,5 mg)",Medicamentos,,,,,sin coincidencia segura
prod-836,"Nastizol comprimidos jarabe 100 ml (Clorfenamina 2 mg/5 ml, Paracetamol 125 mg/5 ml, Pseudoefedrina 30 mg/5 ml)",Medicamentos,,,,,sin coincidencia segura
prod-49932,"Nanormen Puppy Suspencion oral (Pirantel 14,4 mg)",Veterinaria,,,,,sin coincidencia segura
prod-13823,"Nasolver jarabe 100 ml (Clorfenamina 2 mg/5 ml, Codeina 10 mg/5 ml, Pseudoefedrina 30 mg/5 ml)",Medicamentos,,,,,sin coincidencia segura
prod-49933,"Nanormen Suspencion oral (Pirantel 144,13 mg)",Veterinaria,,,,,sin coincidencia segura
prod-14944,"Nastizol D/N 18 comprimidos (Clorfenamina 4 mg, Paracetamol 500 mg, Pseudoefedrina 60 mg)",Medicamentos,,,,,sin coincidencia segura
prod-1478,"Nastul comprimidos 10 comprimidos recubiertos (Clorfenamina 4 mg, Paracetamol 500 mg, Pseudoefedrina 60 mg)",Medicamentos,,,,,sin coincidencia segura
prod-1479,"Nastul comprimidos jarabe 100 ml (Clorfenamina 2 mg/5 ml, Paracetamol 125 mg/5 ml, Pseudoefedrina 30 mg/5 ml)",Medicamentos,Dr. Simi,/products/importadas/prod-1479-nastul-comprimidos-jarabe-100-ml-clorfenamina-2-mg-5-ml-paracetamol-125-mg-5-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/157109/CH7188-1.jpg?v=638012015283700000,Nastul compuesto jarabe 100 mL,descargada
prod-40296,"Naticare Supra 30 cápsulas (Biotina, Hierro, Minerales, Selenio, Vitaminas, Vitaminas B, Yodo)",Medicamentos,,,,,sin coincidencia segura
prod-46698,Naturaloe Gel 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-1480,"Nastul gotas 15 ml (Clorfenamina 1 mg, Pseudoefedrina 30 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-1480-nastul-gotas-15-ml-clorfenamina-1-mg-pseudoefedrina-30-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155970/CH0202-1.jpg?v=637964771839000000,Nastul clorfenamina 1 mg pseudoefedrina 30 mg solución para gotas orales 15 mL,descargada
prod-46702,Naturaloe Aco Hidr 350 ml,Dermocosmética,,,,,sin coincidencia segura
prod-46695,Naturaloe Sh Hidr 350 ml,Dermocosmética,,,,,sin coincidencia segura
prod-23615,Naxpet 10 mg 10 comprimidos (Ketoprofeno 10 mg),Veterinaria,,,,,sin coincidencia segura
prod-24646,Naxpet 30 mg 10 comprimidos (Ketoprofeno 30 mg),Veterinaria,,,,,sin coincidencia segura
prod-28673,"Naxpet suspensión oral 0,4% 20 ml (Ketoprofeno 0,4%)",Veterinaria,,,,,sin coincidencia segura
prod-40574,"Nefex Duo 0,5/0,4 mg 30 cápsulas LP (Dutasterida 0,5 mg, Tamsulosina 0,4 mg)",Medicamentos,,,,,sin coincidencia segura
prod-40808,Nebivitae 5 mg 28 comprimidos (bioequivalente) (Nebivolol 5 mg),Cuidado familiar,,,,,sin coincidencia segura
prod-49402,Neutrogena crema Anti Edad 100 g,Dermocosmética,,,,,sin coincidencia segura
prod-30425,Neneglos Advance 20 g (Ox Zinc),Medicamentos,,,,,sin coincidencia segura
prod-49511,Nexcare Parche Ocular Adulto 14 Un,Accesorios,,,,,sin coincidencia segura
prod-31173,Neneglos Advanced 40 g (Ox Zinc 40%),Medicamentos,,,,,sin coincidencia segura
prod-49,Nexcare Cold Hot Compresas Frio/Calor,Medicamentos,,,,,sin coincidencia segura
prod-49652,"Next Gl 12 comprimidos Re (Ácido Ascorbico 50 mg, Cafeina 33 mg, Noscapina 10 mg, Paracetamol 400 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49968,"Next Gl Plus 6 comprimidos (Ácido Ascorbico 50 mg, Cafeina 33 mg, Clorfenamina 4 mg, Noscapina 10 mg, Paracetamol 400 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-49968-next-gl-plus-6-comprimidos-acido-ascorbico-50-mg-cafeina-33-mg-clorfenamina--dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/157601/CH6100.jpg?v=638279614093730000,Tapsin compuesto DN plus 18 comprimidos recubiertos,descargada
prod-2906,"Nervoton jarabe 120 ml (Cianocobalamina, Nicotinamida 0,1 mg, Piridoxina 0,003 g, Riboflavina 0,025 g, Tiamina 0,012 g)",Medicamentos,,,,,sin coincidencia segura
prod-7446,"Nicotears Gel 140apli (Carbomero 974P 0,15%, Manitol 4,6%)",Medicamentos,,,,,sin coincidencia segura
prod-10526,Nistatina 12OV Lchile,Medicamentos,,,,,sin coincidencia segura
prod-44025,Nivea B Lotion Hid Express Norm 400,Dermocosmética,,,,,sin coincidencia segura
prod-16744,Nivea Body Milk Hidrat Express 250 ml,Dermocosmética,,,,,sin coincidencia segura
prod-1049,Nivea Body Milk P/Ex Seca 250 ml,Dermocosmética,,,,,sin coincidencia segura
prod-39686,"Nivea crema Ant Arr Reaf 50 g 45 + (Paracetamol, Tramadol)",Dermocosmética,,,,,sin coincidencia segura
prod-1055,Nivea Body Milk P/Seca 250 ml,Dermocosmética,,,,,sin coincidencia segura
prod-39687,Nivea crema Ant Arr Rev 50 g 55 +,Dermocosmética,,,,,sin coincidencia segura
prod-17153,Nivea Body Q 10 Plus Reaf P/Normal 250 ml,Dermocosmética,,,,,sin coincidencia segura
prod-11079,Nistatina-metronid Ov 10 Lchile,Medicamentos,,,,,sin coincidencia segura
prod-39681,Nivea crema Men 75 ml,Dermocosmética,,,,,sin coincidencia segura
prod-44032,Nivea crema Milk Nut Prom 400,Medicamentos,,,,,sin coincidencia segura
prod-39683,Nivea Des F/Men Sp Fresh Ocean 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-26752,Nivea Des F/Men Roll-on Inv B/White Power 50 ml,Dermocosmética,,,,,sin coincidencia segura
prod-1058,Nivea Creme 60 ml,Dermocosmética,,,,,sin coincidencia segura
prod-29329,Nivea Des F/W Sp S Protect 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-1057,Nivea Creme 30 ml,Dermocosmética,,,,,sin coincidencia segura
prod-13832,Nivea Des F/W Roll-on P Beauty 50 ml,Dermocosmética,,,,,sin coincidencia segura
prod-14251,Nivea Des F/W Sp Pearl Beauty 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49281,Nivea Des Tono Natural 50 ml,Dermocosmética,,,,,sin coincidencia segura
prod-45378,Nivea Essent Car Prot Lab (Karite 1 mg),Medicamentos,,,,,sin coincidencia segura
prod-45380,Nivea Fruity Cherry Shine F 10 Prot Lab,Dermocosmética,,,,,sin coincidencia segura
prod-31942,Nivea Des F/W Sp Protect&care 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49440,Nivea Jabon Barra Crem Care 3 x 125 g con U,Higiene,,,,,sin coincidencia segura
prod-12535,Nogesta 75MC 28 comprimidos (Desogestrel 75 mcg),Medicamentos,Dr. Simi,/products/importadas/prod-12535-nogesta-75mc-28-comprimidos-desogestrel-75-mcg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/157839/BE0284-1.jpg?v=638435976702770000,Nogesta desogestrel 75 mcg 28 comprimidos recubiertos,descargada
prod-10606,Nivea Men Esp Af Sensit 200 ml,Dermocosmética,,,,,sin coincidencia segura
prod-44923,Nosot Jab Int Nat Sen 150M,Dermocosmética,,,,,sin coincidencia segura
prod-49803,Nivea Reg Intensiva 72 H 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-23973,Nosotras T/Mater Suave 10 Un,Dermocosmética,,,,,sin coincidencia segura
prod-39065,Nosotras B Noc con A T/Suave 8 Un,Dermocosmética,,,,,sin coincidencia segura
prod-17654,Nosotras Prot Diario 100 Un,Dermocosmética,,,,,sin coincidencia segura
prod-9374,Nosotras Prot Diario Largos 30 Un,Dermocosmética,,,,,sin coincidencia segura
prod-14473,Nosotras Tampon con Apl Reg 8 Un,Dermocosmética,,,,,sin coincidencia segura
prod-37033,Nosotras Tampon Super Plus 8UD,Dermocosmética,,,,,sin coincidencia segura
prod-14474,Nosotras Tampon con Apl Super 8 Un,Dermocosmética,,,,,sin coincidencia segura
prod-753,"Np 27 Sp 60 ml (Ácido Undecilenico 8,71 g)",Medicamentos,,,,,sin coincidencia segura
prod-44920,Nosotras Toahig Nor Su con A 30,Dermocosmética,,,,,sin coincidencia segura
prod-752,"Np 27 30 ml (Ácido Undecilenico 8,71 g/100 ml, Alcohol Isopropilico 62,14 g/100 ml)",Medicamentos,Dr. Simi,/products/importadas/prod-752-np-27-30-ml-acido-undecilenico-8-71-g-100-ml-alcohol-isopropilico-62-14-g-10-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156251/CH5548-1.jpg?v=637964772849400000,"NP-27 ácido undecilénico 8,71 % solución tópica gotas 30 mL",descargada
prod-7448,"Novotears solución oftálmica 10 ml (Dextran 1 mg/1 ml, Hipromelosa 3 mg/1 ml, Nafazolina 0,12 mg/1 ml)",Medicamentos,Dr. Simi,/products/importadas/prod-7448-novotears-solucion-oftalmica-10-ml-dextran-1-mg-1-ml-hipromelosa-3-mg-1-ml-n-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/159554/Novotears-CH6031-1.jpg?v=638944958196600000,"Novotears nafazolina 0,012 % solución oftálmica estéril 10 mL",descargada
prod-40488,Oftafilm Sp solución oftálmica 10 ml,Medicamentos,Dr. Simi,/products/importadas/prod-40488-oftafilm-sp-solucion-oftalmica-10-ml-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160261/CH6277-01.jpg?v=639033958355130000,"Oftafilm SP hialuronato de sodio 0,4 % solución oftálmica estéril 10 mL",descargada
prod-7463,"Oftavir ungüento Oft 3,5 g (Aciclovir 3%)",Dermocosmética,,,,,sin coincidencia segura
prod-14929,"Oftol Sus Oft 0,2% x 5 ml (Loteprednol Etabonato 0,2%)",Medicamentos,,,,,sin coincidencia segura
prod-4837,"Obleas Chinas 5 Un (Ácido Acetilsalicilico 400 mg, Cafeina 15 mg)",Medicamentos,Dr. Simi,/products/importadas/prod-4837-obleas-chinas-5-un-acido-acetilsalicilico-400-mg-cafeina-15-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/156128/CH5286-1.jpg?v=637964772408270000,Obleas chinas ácido acetilsalicílico 400 mg cafeína 15 mg 5 obleas,descargada
prod-30600,Old Spice Des Sp A/P Imagen Vip 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-35680,Olanvitae 5 mg 28 comprimidos recubiertos (bioequivalente) (Olanzapina 5 mg),Cuidado familiar,Dr. Simi,/products/importadas/prod-35680-olanvitae-5-mg-28-comprimidos-recubiertos-bioequivalente-olanzapina-5-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155746/BE0144-1.jpg?v=637964771067900000,Olanvitae olanzapina 5 mg 28 comprimidos recubiertos,descargada
prod-49639,Olanzyl 10 mg 28 comprimidos (Olanzapina 10 mg),Medicamentos,,,,,sin coincidencia segura
prod-49635,Oftalpred 1% 5 ml (Prednisolona Acetato 10 mg),Medicamentos,Dr. Simi,/products/importadas/prod-49635-oftalpred-1-5-ml-prednisolona-acetato-10-mg-dr-simi.png,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160120/CH5160-1.png?v=638971764878230000,Prednisolona 1 % suspensión oftálmica 5 mL,descargada
prod-15961,Old Spice Des Sp Fresh 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-44643,Old Spice Des Sp Lena 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-10383,Old Spice Des Sp Pure Sport 150 ml,Dermocosmética,,,,,sin coincidencia segura
prod-50147,"Olmepress-d 20/12,5 Olmesartan",Medicamentos,,,,,sin coincidencia segura
prod-29735,Old Spice Des Sp Wolf 152 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49366,"Olmepress-d 40/12,5 30 comprimidos (Hidroclorotiazida 12,5 mg, Olmesartan 40 mg)",Medicamentos,,,,,sin coincidencia segura
prod-49770,Olmesartan 40 mg 30 comprimidos Alembic,Medicamentos,,,,,sin coincidencia segura
prod-49721,"Olmesartan/Hidroclorot 20/12,5 mg 30 comprimidos",Medicamentos,,,,,sin coincidencia segura
prod-49897,Omega 3 30 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-49728,"Olmesartan/Hidroclorot 40/12,5 mg 30 comprimidos",Medicamentos,,,,,sin coincidencia segura
prod-49588,Omega 3 60 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-50140,Omega 3 Ultra Puro 120 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-42477,Opti-free Puremoist 300 ml (Desinfeccion Lentes De Contacto 1/1),Medicamentos,,,,,sin coincidencia segura
prod-49479,Ondansentron 8 mg (Ondansetron 8 mg),Medicamentos,,,,,sin coincidencia segura
prod-49271,Oral B Cep Complete Clean Medium,Dermocosmética,,,,,sin coincidencia segura
prod-49481,Oral B Cepillo Elec Charcoal 1 Un,Higiene,,,,,sin coincidencia segura
prod-49802,Oral B Indicator Extra Soft 2 Un,Dermocosmética,,,,,sin coincidencia segura
prod-44401,Oral-b Cep Ind P/Anualx 4,Dermocosmética,,,,,sin coincidencia segura
prod-32016,Oral-b Cepillo Kids Mickey,Higiene,,,,,sin coincidencia segura
prod-4845,"Oralgene 0,12% 120 ml (Clorhexidina 0,12%)",Medicamentos,,,,,sin coincidencia segura
prod-44435,Oral-bioequivalente Floss Hil 25MT 2,Dermocosmética,,,,,sin coincidencia segura
prod-46554,"Otipax solución gotas Oti 13 ml (Lidocaina 1,2 g/100 ml, Propifenazona 4,8 g/100 ml)",Medicamentos,,,,,sin coincidencia segura
prod-31312,Oxolamina 28 mg/5 ml 100 ml Mintlab,Medicamentos,,,,,sin coincidencia segura
prod-49975,Oxido De Zinc,Cuidado familiar,,,,,sin coincidencia segura
prod-49410,Oximetro De Pulso Oht 60,Medicamentos,,,,,sin coincidencia segura
prod-50093,Pack Familiar x 3 Elite Doble Hoja x 50 Pañuelos Desechables,Medicamentos,,,,,sin coincidencia segura
prod-1487,Panagesic 500 mg 30 comprimidos (Paracetamol 500 mg),Medicamentos,,,,,sin coincidencia segura
prod-36579,Pampers Conf Sec Xg 16,Dermocosmética,,,,,sin coincidencia segura
prod-50131,Ondansetron 4 mg,Medicamentos,Dr. Simi,/products/importadas/prod-50131-ondansetron-4-mg-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/160732/BE0258-01-HETERO.jpg?v=639159261275400000,Otoc ondansetron 4 mg 8 comprimidos bucodispersables,descargada
prod-12490,Pantene Ácido Control Caida 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-41234,Pantene Ácido Fza/Reconst 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-16263,Pantene Ácido Restauracion 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-49970,Omega 3 60 cápsulas,Cuidado familiar,,,,,sin coincidencia segura
prod-11583,Pantene Sh Control Caida 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-29171,Pantene Ácido Hidr Extrema 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-39869,Pantene Sh Fuerza/Rep 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-6325,Pantene Sh Cuidado Clasico 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-10924,Pantene Sh Rizos Definidos 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-9693,Paracetamol 125 mg 6SUP l Chile,Medicamentos,,,,,sin coincidencia segura
prod-29170,Pantene Sh Hidr Extrema 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-16410,Pantene Sh Restauracion 400 ml,Dermocosmética,,,,,sin coincidencia segura
prod-111,"Pedialyte Manzana 500 Cc (Citrato De Potasio, Citrato De Sodio, Cloruro De Sodio, Dextrosa)",Medicamentos,,,,,sin coincidencia segura
prod-8439,"Pasta Lassar 30 g Valma (Lanolina 1/1, Ox Zinc 1/1, Vaselina 1/1)",Medicamentos,Dr. Simi,/products/importadas/prod-8439-pasta-lassar-30-g-valma-lanolina-1-1-ox-zinc-1-1-vaselina-1-1-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155976/CH0215-1.jpg?v=637964771858100000,Pasta lassar óxido de zinc 25 % pomada tópica 30 g,descargada
prod-49234,"Penicil Ben Amp 1200000u* (Penicilina Benzatina 0,991 g)",Medicamentos,Dr. Simi,/products/importadas/prod-49234-penicil-ben-amp-1200000u-penicilina-benzatina-0-991-g-dr-simi.jpg,https://farmaciasdeldrsimicl.vteximg.com.br/arquivos/ids/155517/41-1.jpg?v=637964770262400000,Bencilpenicilina benzatina 1200000 UI 1 frasco ampolla polvo para suspensión inyectable,descargada
prod-49559,Paz Pet 60 ml,Veterinaria,,,,,sin coincidencia segura
prod-49469,Peineta Beauty 100,Dermocosmética,,,,,sin coincidencia segura
prod-49284,Pepsodent Int 18 Dientes Sensibles 75 g,Dermocosmética,,,,,sin coincidencia segura
prod-49282,Pepsodent Int Pas Limp Prof 96 g,Dermocosmética,,,,,sin coincidencia segura
